sid,year,id_s_fr,age,female
27356,2013,03000010362,59,1
27356,2014,03000010362,60,1
27356,2015,03000010362,61,1
27464,2012,03000010857,55,1
27464,2013,03000010857,56,1
27464,2014,03000010857,57,1
27464,2015,03000010857,58,1
27560,2012,,56,1
27560,2013,,57,1
27560,2014,,58,1
27560,2015,03000010857,59,1
27712,2012,03000010135,57,1
27712,2013,03000010135,58,1
27712,2014,03000010135,59,1
27712,2015,03000010135,60,1
27752,2012,03000010167,58,1
27752,2013,03000010167,59,1
27752,2014,03000010167,60,1
27795,2012,,61,1
27795,2013,,62,1
27795,2014,,63,1
27795,2015,,64,1
27816,2012,03000010380,61,1
27816,2013,03000010380,62,1
27816,2014,03000010380,63,1
27838,2012,03000010354,56,0
27838,2013,03000010354,57,0
27838,2014,03000010354,58,0
27853,2012,03000010256,65,1
27853,2013,03000010256,66,1
27853,2014,03000010256,67,1
27895,2012,03000010364,56,1
27895,2013,03000010364,57,1
27895,2014,03000010364,58,1
27895,2015,03000010364,59,1
27915,2012,03000010291,57.008698,1
27915,2013,03000010291,58,1
27915,2014,03000010291,59,1
27915,2015,03000010291,60,1
27922,2012,03000010318,58,1
27922,2013,03000010318,59,1
27922,2014,03000010318,60,1
27933,2013,03000010170,56,1
27933,2014,03000010170,57,1
27933,2015,03000010170,58,1
27982,2012,03000010190,61,1
27982,2013,03000010190,62,1
27982,2014,03000010190,63,1
27982,2015,03000010190,64,1
27985,2012,03000010282,58,1
27985,2013,,59,1
27985,2014,,60,1
27992,2012,03000010103,63,1
27992,2013,03000010103,64,1
27992,2014,03000010103,65,1
28012,2012,03000010360,57,0
28012,2013,03000010360,59,0
28012,2014,03000010360,59,0
28058,2012,03000010362,56,0
28058,2013,03000010362,57,0
28058,2014,03000010362,58,0
28058,2015,03000010362,59,0
28074,2014,,60,1
28074,2015,03000010857,61,1
28081,2012,03000010119,54,1
28081,2013,03000010119,55,1
28081,2014,03000010119,56,1
28081,2015,03000010119,57,1
28113,2012,03000010193,55,1
28113,2013,03000010193,56,1
28113,2014,03000010193,57,1
28204,2012,,57,0
28204,2013,,58,0
28204,2014,,59,0
28241,2012,03000010256,64,1
28241,2013,03000010256,65,1
28241,2014,03000010256,66,1
28247,2012,03000010021,55,1
28247,2013,,56,1
28247,2014,,57,1
28247,2015,,58,1
28257,2012,03000010144,56,1
28257,2013,03000010144,57,1
28257,2014,03000010144,58,1
28300,2012,,59,1
28300,2013,,60,1
28300,2014,,61,1
28301,2012,03000010165,53,1
28301,2013,03000010165,54,1
28301,2014,03000010165,55,1
28325,2012,03000010857,55,1
28325,2013,03000010857,56,1
28325,2014,03000010857,57,1
28325,2015,03000010857,58,1
28451,2012,03000010180,54,1
28451,2013,03000010180,55,1
28451,2014,03000010180,56,1
28451,2015,03000010180,57,1
28470,2012,03000010290,56,1
28470,2013,03000010290,57,1
28470,2014,03000010290,58,1
28470,2015,03000010290,59,1
28506,2012,,54,1
28506,2013,,55,1
28506,2014,,56,1
28507,2012,03000010309,54,1
28507,2013,03000010309,55,1
28507,2014,03000010309,56,1
28507,2015,03000010309,57,1
28518,2012,03000010364,54,0
28518,2013,03000010364,55,0
28518,2014,03000010364,56,0
28518,2015,03000010364,57,0
28521,2012,03000010368,54,1
28521,2013,03000010368,55,1
28521,2014,03000010368,56,1
28521,2015,03000010368,57,1
28522,2012,03000010136,54,1
28522,2013,03000010136,55,1
28522,2014,03000010136,56,1
28522,2015,03000010136,57,1
28549,2012,03000010291,54,1
28549,2013,03000010291,55,1
28549,2014,,56,1
28552,2012,03000010380,55,1
28552,2013,03000010380,56,1
28552,2014,03000010380,57,1
28553,2012,03000010316,54,1
28553,2013,03000010316,55,1
28553,2014,03000010300,56,1
28553,2015,03000010316,57,1
28701,2012,03000010857,62,1
28701,2013,03000010857,63,1
28701,2014,03000010857,64,1
28701,2015,03000010857,65,1
28788,2012,03000010107,54,1
28788,2013,03000010136,55,1
28788,2014,03000010136,56,1
28788,2015,03000010136,57,1
28797,2012,03000010170,77,0
28797,2013,03000010170,78,0
28797,2014,03000010170,79,0
28801,2012,03000010689,64,1
28801,2013,03000010689,65,1
28801,2014,03000010689,67,1
28878,2012,03000010130,57,1
28878,2013,03000010130,58,1
28878,2014,03000010130,59,1
28878,2015,03000010130,60,1
28896,2012,03000010155,54,1
28896,2013,03000010155,55,1
28896,2014,03000010155,56,1
28896,2015,03000010155,57,1
28911,2012,03000010110,54,1
28911,2013,03000010110,55,1
28911,2014,03000010110,56,1
28911,2015,03000010110,57,1
28958,2012,03000010291,63,0
28958,2013,03000010291,64,0
28958,2014,03000010291,65,0
29032,2012,,59,0
29032,2013,,60,0
29032,2014,,61,0
29045,2012,03000010857,54,1
29045,2013,03000010857,55,1
29045,2014,03000010857,56,1
29045,2015,03000010857,57,1
29114,2012,,62,1
29114,2013,,63,1
29114,2014,,64,1
29178,2012,03000010799,53.057472,1
29178,2013,03000010165,54,1
29178,2014,03000010165,55,1
29178,2015,03000010165,56,1
29225,2012,03000010179,53,1
29225,2013,03000010179,54,1
29225,2014,03000010179,55,1
29225,2015,03000010179,56,1
29322,2012,,54,1
29322,2013,,55,1
29322,2014,,56,1
29322,2015,,57,1
29330,2012,03000010175,60,1
29330,2013,03000010175,61,1
29330,2014,03000010175,62,1
29374,2012,03000010689,54,1
29374,2013,03000010689,55,1
29374,2014,03000010324,56,1
29374,2015,03000010324,57,1
29415,2012,03000010123,58,1
29415,2013,03000010123,59,1
29415,2014,03000010123,60,1
29415,2015,03000010123,61,1
29420,2012,03000010362,54,0
29420,2013,03000010362,55,0
29456,2012,03000010160,57,1
29456,2013,03000010160,58,1
29456,2014,03000010160,59,1
29456,2015,03000010160,60,1
29466,2012,03000010354,52,0
29466,2013,03000010354,53,0
29466,2014,03000010354,54,0
29472,2012,01003470109,54,1
29472,2013,,55,1
29472,2014,,56,1
29478,2012,03000010110,58,1
29478,2013,03000010110,59,1
29478,2014,03000010110,60,1
29483,2012,03000010209,55,0
29483,2013,03000010209,56,0
29483,2014,03000010209,57,0
29483,2015,03000010209,58,0
29484,2012,03000010165,60,0
29484,2013,03000010165,61,0
29484,2014,03000010165,62,0
29484,2015,03000010165,63,0
29496,2012,03000010144,72,1
29496,2013,03000010144,73,1
29496,2014,03000010144,74,1
29501,2012,03000010352,66.117645,1
29501,2013,,68,1
29501,2014,,68,1
29510,2012,,54,1
29510,2013,,55,1
29510,2014,,56,1
29547,2012,03000010362,63,0
29547,2013,03000010362,64,0
29547,2014,03000010362,65,0
29552,2012,03000010291,55,1
29552,2013,03000010291,56,1
29552,2014,03000010291,57,1
29552,2015,03000010291,58,1
29604,2012,03000010353,54,1
29604,2013,03000010353,55,1
29604,2014,03000010353,56,1
29604,2015,03000010353,57,1
29632,2012,03000010260,60,1
29632,2013,03000010260,61,1
29632,2014,03000010260,62,1
29632,2015,03000010260,63,1
29690,2012,03000010360,63,1
29690,2013,03000010360,64,1
29690,2014,03000010360,65,1
29690,2015,03000010360,66,1
29691,2012,03000010161,56,1
29691,2013,03000010161,57,1
29691,2014,03000010175,58,1
29691,2015,03000010175,59,1
29694,2012,03000010256,54,1
29694,2013,03000010256,55,1
29694,2014,03000010256,56,1
29694,2015,03000010256,57,1
29712,2013,,,
29712,2014,,,
29746,2012,03000010287,53,1
29746,2013,03000010287,54,1
29746,2014,03000010287,55,1
29746,2015,03000010287,56,1
29762,2012,03000010152,55,1
29762,2013,03000010152,56,1
29762,2014,03000010152,57,1
29762,2015,03000010152,58,1
29784,2012,03000010170,54,0
29784,2013,03000010170,55,0
29784,2014,03000010170,56,0
29784,2015,03000010170,57,0
29788,2012,,54,1
29788,2013,,55,1
29788,2014,,56,1
29788,2015,,57,1
29817,2012,03000010110,53,1
29817,2013,03000010110,54,1
29817,2014,03000010110,55,1
29817,2015,03000010110,56,1
29818,2012,03000010857,53,1
29818,2013,03000010857,54,1
29818,2014,03000010857,55,1
29818,2015,03000010857,56,1
29946,2012,03000010140,53,1
29946,2013,03000010140,54,1
29946,2014,03000010140,55,1
29946,2015,03000010140,56,1
29976,2012,03000010309,53,1
29976,2013,03000010309,54,1
29976,2014,03000010309,55,1
29976,2015,03000010309,56,1
30001,2012,03000010140,53,1
30001,2013,03000010140,54,1
30001,2014,03000010140,55,1
30001,2015,03000010140,56,1
30029,2012,03000010225,53,1
30029,2013,03000010225,54,1
30029,2014,03000010107,55.149349,1
30029,2015,03000010225,56,1
30054,2012,03000010360,53.07143,1
30054,2013,03000010360,54,1
30054,2014,03000010360,55,1
30054,2015,03000010360,56,1
30057,2012,03000010352,55,0
30057,2013,03000010352,56,0
30125,2012,03000010689,55,1
30125,2013,03000010689,56,1
30125,2014,03000010689,57,1
30125,2015,03000010689,58,1
30143,2015,03000010123,60,1
30231,2012,03000010226,57,1
30231,2013,03000010226,58,1
30242,2012,,61,1
30242,2013,,62,1
30242,2014,,63,1
30244,2012,03000010857,56,1
30244,2013,03000010857,57,1
30244,2014,03000010857,58,1
30244,2015,03000010857,59,1
30269,2012,03000010179,60,1
30269,2013,03000010179,61,1
30269,2014,03000010179,62,1
30269,2015,03000010179,63,1
30309,2012,03000010362,61,1
30309,2013,03000010362,62,1
30309,2014,03000010362,63,1
30314,2012,03000010324,53,1
30314,2013,03000010324,54,1
30314,2014,03000010324,55,1
30314,2015,03000010324,56,1
30318,2012,03000010380,55,0
30318,2013,03000010380,56,0
30318,2014,03000010380,57,0
30318,2015,03000010380,58,0
30375,2012,03000010354,62,1
30375,2013,03000010354,63,1
30375,2014,03000010354,64,1
30391,2012,03000010358,58,1
30391,2013,03000010352,59,1
30391,2014,03000010358,60,1
30391,2015,03000010352,61,1
30435,2012,03000010123,55,1
30435,2013,03000010123,56,1
30435,2014,03000010123,57,1
30435,2015,03000010123,58,1
30497,2012,,54,1
30497,2013,,55,1
30497,2014,,56,1
30497,2015,,57,1
30526,2012,,53,1
30526,2013,,55,1
30526,2014,,55,1
30550,2012,03000010152,55,1
30550,2013,03000010152,56,1
30550,2014,03000010152,57,1
30550,2015,03000010152,58,1
30555,2014,03000010857,55,1
30555,2015,03000010857,56,1
30558,2012,03000010625,53,1
30558,2013,03000010625,54,1
30558,2014,03000010625,55,1
30558,2015,03000010625,56,1
30575,2012,,61,1
30575,2013,,62,1
30575,2014,,63,1
30633,2012,03000010179,54.137932,1
30633,2013,03000010249,55,1
30633,2014,03000010249,56,1
30633,2015,03000010249,57.032001,1
30637,2012,03000010190,60,1
30637,2013,03000010190,61,1
30637,2014,03000010190,62,1
30637,2015,03000010190,63,1
30669,2012,03000010225,55,1
30669,2013,03000010225,56,1
30669,2014,03000010225,57,1
30669,2015,03000010225,58,1
30744,2012,,59,1
30744,2013,03000010291,60,1
30744,2014,03000010000,61,1
30757,2012,03000010316,53,1
30757,2013,03000010316,54,1
30757,2014,03000010316,55,1
30757,2015,03000010316,56,1
30764,2012,03000010132,53,1
30764,2013,03000010132,54,1
30764,2014,03000010132,55,1
30764,2015,03000010132,56,1
30782,2012,03000010106,58,1
30782,2013,03000010106,59,1
30782,2014,03000010106,60,1
30782,2015,03000010106,61,1
30799,2012,03000010190,54,1
30799,2013,03000010190,55,1
30799,2014,03000010190,56,1
30799,2015,03000010190,57,1
30800,2012,03000010300,60,1
30800,2013,03000010300,61,1
30800,2014,03000010300,62,1
30813,2012,03000010106,55,1
30813,2013,03000010106,56,1
30813,2014,03000010106,57,1
30813,2015,03000010106,58,1
30814,2012,03000010363,54,0
30814,2013,03000010363,55,0
30814,2014,03000010363,56,0
30814,2015,03000010363,57,0
30822,2012,03000010160,55,0
30822,2013,03000010160,56,0
30822,2014,03000010160,57,0
30822,2015,03000010160,58,0
30847,2012,,72,1
30869,2012,03000010354,58,1
30869,2013,03000010354,59,1
30869,2014,03000010354,60,1
30881,2012,03000010289,53,1
30881,2013,03000010289,54,1
30881,2014,03000010289,55,1
30881,2015,03000010289,56,1
30945,2012,03000010161,54,1
30945,2013,03000010288,55,1
30945,2014,03000010288,56,1
30945,2015,03000010288,57,1
30947,2012,03000010170,63,0
30947,2013,03000010170,64,0
30947,2014,03000010170,65,0
30974,2012,03000010021,61,1
30974,2013,03000010021,62,1
30974,2014,03000010021,63,1
30974,2015,03000010021,64,1
31032,2012,03000010364,57,0
31032,2013,03000010364,58,0
31032,2014,03000010364,59,0
31047,2012,,51,1
31047,2013,,52,1
31073,2012,03000010156,54,1
31073,2013,03000010156,55,1
31073,2014,03000010156,56,1
31073,2015,03000010156,57,1
31081,2012,03000010106,60,0
31081,2013,03000010106,61,0
31081,2014,03000010106,62,0
31081,2015,03000010106,63,0
31084,2012,03000010151,52,1
31084,2013,03000010151,53,1
31084,2014,03000010151,54,1
31084,2015,03000010151,55,1
31167,2012,03000010380,53,1
31167,2013,03000010380,54,1
31167,2014,03000010380,55,1
31167,2015,03000010380,56,1
31169,2012,03000010151,53,1
31169,2013,03000010151,54,1
31169,2014,03000010151,55,1
31169,2015,03000010151,56,1
31179,2012,03000010119,54,1
31179,2013,03000010119,55,1
31179,2014,03000010119,56,1
31179,2015,03000010119,57,1
31219,2012,,51,1
31219,2013,,52,1
31219,2014,,53,1
31219,2015,,54,1
31252,2012,03000010300,52,1
31252,2013,03000010300,53,1
31252,2014,,54,1
31252,2015,,55,1
31253,2012,03000010160,54,1
31253,2013,03000010160,55,1
31253,2014,03000010160,56,1
31253,2015,03000010160,57,1
31263,2012,03000010165,51,1
31263,2013,03000010165,52,1
31263,2014,03000010165,53,1
31263,2015,03000010165,54,1
31315,2012,03000010134,51,1
31315,2013,03000010134,52,1
31315,2014,03000010134,53,1
31315,2015,03000010134,54,1
31325,2012,03000010857,52,1
31325,2013,03000010857,53,1
31325,2014,03000010857,54,1
31325,2015,03000010857,55,1
31409,2012,03000010857,59,0
31409,2013,03000010857,60,0
31409,2014,03000010857,61,0
31409,2015,03000010857,62,0
31432,2012,,52,1
31432,2013,,53,1
31432,2014,,54,1
31435,2012,03000010857,52,1
31435,2013,03000010857,53,1
31435,2014,03000010857,54,1
31435,2015,03000010857,55,1
31448,2012,03000010362,52,1
31448,2013,03000010362,53,1
31448,2014,03000010362,54,1
31448,2015,03000010362,55,1
31460,2012,03000010380,55,0
31460,2013,03000010380,56,0
31460,2014,03000010380,57,0
31460,2015,03000010380,58,0
31487,2012,03000010105,52,1
31487,2013,03000010105,53,1
31487,2014,03000010105,54,1
31487,2015,03000010105,55,1
31493,2012,,52,1
31493,2013,,53,1
31493,2014,,54,1
31540,2012,03000010300,54,0
31540,2013,03000010300,55,0
31540,2014,03000010300,56,0
31544,2012,03000010190,54,1
31544,2013,,55,1
31544,2014,,56,1
31557,2012,03000010132,52,1
31557,2013,03000010132,53,1
31557,2014,03000010132,54,1
31557,2015,03000010132,55,1
31558,2012,03000010282,55,0
31558,2013,03000010282,56,0
31558,2014,62060690401,57,0
31558,2015,03000010282,58,0
31619,2012,03000010136,55,0
31619,2013,03000010136,56,0
31619,2014,03000010136,57,0
31619,2015,03000010136,58,0
31624,2012,03000010260,69,1
31624,2013,03000010260,70,1
31624,2014,03000010260,71,1
31633,2012,03000010362,62,0
31633,2013,03000010362,63,0
31633,2014,03000010362,64,0
31633,2015,03000010362,65,0
31638,2012,,52,0
31638,2013,,53,0
31638,2014,,54,0
31638,2015,,55,0
31646,2012,03000010136,53,0
31646,2013,03000010136,54,0
31646,2014,03000010136,55,0
31646,2015,03000010136,56,0
31677,2012,03000010360,56,0
31677,2013,03000010360,57,0
31756,2012,03000010165,54,1
31756,2013,03000010165,55,1
31756,2014,03000010165,56,1
31756,2015,03000010165,57,1
31780,2012,,56,1
31780,2013,,57,1
31780,2014,,58,1
31782,2013,,,
31792,2012,03000010364,62,1
31792,2013,03000010364,63,1
31792,2014,03000010364,64,1
31812,2012,03000010372,61,1
31812,2013,,62,1
31812,2014,,63,1
31824,2012,03000010110,51,1
31824,2013,03000010110,52,1
31824,2014,03000010110,53,1
31843,2012,03000010420,61,1
31843,2013,03000010420,62,1
31843,2014,03000010420,63,1
31848,2012,03000010175,55,1
31848,2013,03000010175,56,1
31848,2014,03000010175,57.261147,1
31849,2012,03000010110,53,0
31849,2013,03000010110,54,0
31849,2014,03000010110,55,0
31849,2015,03000010110,56,0
31880,2012,03000010130,52,1
31880,2013,03000010130,53,1
31880,2014,03000010130,54,1
31880,2015,03000010130,55,1
31898,2012,,53,1
31898,2013,,54,1
31898,2014,,55,1
31898,2015,,56,1
32014,2012,,65,0
32014,2013,,66,0
32014,2014,,67,0
32043,2015,03000010363,65,0
32051,2012,03000010360,52,0
32051,2013,03000010360,53,0
32051,2014,,54,0
32052,2012,03000010136,52,1
32052,2013,03000010136,53,1
32052,2014,03000010136,54,1
32052,2015,03000010136,55,1
32083,2012,03000010135,59,1
32083,2013,03000010311,60,1
32083,2014,03000010311,61,1
32083,2015,03000010135,62,1
32182,2012,,84,1
32182,2013,,85,1
32182,2014,,86,1
32234,2012,03000010175,54,1
32234,2013,03000010175,55,1
32234,2014,03000010175,56,1
32234,2015,03000010175,57,1
32262,2012,03000010104,51,1
32262,2013,03000010104,52,1
32262,2014,03000010104,53,1
32262,2015,03000010104,54,1
32282,2012,03000010165,51,1
32282,2013,03000010165,52,1
32282,2014,03000010165,53,1
32282,2015,03000010165,54,1
32287,2012,,51,1
32287,2013,,52,1
32298,2012,03000010135,51,1
32298,2013,03000010135,52,1
32298,2014,03000010135,53,1
32298,2015,03000010135,54,1
32314,2012,03000010282,51,1
32314,2013,03000010282,52,1
32314,2014,03000010282,53,1
32314,2015,03000010282,54,1
32325,2012,,52,1
32325,2013,03000010857,53,1
32325,2014,03000010857,54,1
32325,2015,03000010857,55,1
32396,2012,03000010857,52,1
32396,2013,03000010857,53,1
32396,2014,03000010857,54,1
32396,2015,03000010857,55,1
32443,2012,03000010136,51,1
32443,2013,03000010136,52,1
32443,2014,03000010136,53,1
32443,2015,03000010136,54,1
32485,2012,03000010123,51,1
32485,2013,03000010123,52,1
32485,2014,03000010123,53,1
32485,2015,03000010123,54,1
32487,2012,03000010318,52,0
32487,2013,03000010318,53,0
32487,2014,03000010318,54,0
32539,2012,03000010225,51,1
32539,2013,03000010225,52,1
32539,2014,03000010161,53,1
32539,2015,03000010857,54,1
32570,2012,03000010300,51,1
32570,2013,03000010300,52,1
32570,2014,03000010300,53,1
32570,2015,03000010300,54,1
32575,2012,,50,1
32575,2013,,51,1
32575,2014,,52,1
32575,2015,,53,1
32621,2012,03000010226,51,1
32621,2013,03000010226,52,1
32621,2014,03000010226,53,1
32621,2015,03000010226,54,1
32643,2012,03000010180,50,1
32643,2013,03000010180,51,1
32643,2014,03000010180,52,1
32643,2015,03000010180,53,1
32650,2012,03000010175,54,1
32650,2013,03000010175,55,1
32650,2014,03000010175,56,1
32650,2015,03000010175,57,1
32779,2012,03000010123,51,1
32779,2013,03000010123,52,1
32779,2014,03000010123,53,1
32779,2015,03000010123,54,1
32901,2012,03000010175,52.285713,1
32901,2013,03000010175,53,1
32901,2014,03000010175,54.157894,1
32907,2012,01006560040,54,1
32907,2013,03000010287,55,1
32907,2014,03000010287,56,1
32907,2015,03000010289,57,1
32943,2012,03000010352,51,1
32943,2013,03000010352,52,1
32943,2014,03000010352,53,1
32943,2015,03000010352,54,1
32950,2012,03000010288,58,1
32950,2013,03000010288,59,1
32950,2014,03000010288,60,1
33002,2012,03000010179,51.022221,1
33002,2013,,52,1
33002,2014,,53,1
33020,2012,,53,1
33020,2013,,54,1
33020,2014,,55,1
33031,2012,03000010160,52,0
33031,2013,,53,0
33031,2014,03000010160,54,0
33031,2015,,55,0
33043,2012,03000010123,52,1
33043,2013,03000010123,53,1
33043,2014,03000010123,54,1
33043,2015,03000010123,55,1
33094,2012,03000010225,60,0
33094,2013,03000010225,61,0
33094,2014,,63,0
33135,2012,03000010144,53,1
33135,2013,03000010144,54,1
33135,2014,03000010144,55,1
33135,2015,03000010144,56,1
33159,2012,03000010123,51,1
33159,2013,03000010123,52,1
33159,2014,03000010123,53,1
33159,2015,03000010123,54,1
33175,2012,03000010354,50.642857,1
33175,2013,03000010354,51,1
33175,2014,03000010354,52.052631,1
33175,2015,03000010354,53.150002,1
33209,2012,03000010151,56.041176,1
33209,2013,03000010151,57,1
33209,2014,03000010151,58,1
33209,2015,03000010151,59.075893,1
33230,2012,03000010106,51,0
33230,2013,03000010106,52,0
33230,2014,03000010106,53,0
33230,2015,03000010106,54,0
33250,2012,03000010368,51,0
33250,2013,03000010368,52,0
33250,2014,03000010368,53,0
33250,2015,03000010368,54,0
33274,2012,03000010110,67,1
33274,2013,03000010110,68,1
33274,2014,03000010110,69,1
33274,2015,03000010110,70,1
33296,2012,03000010121,50,1
33296,2013,03000010121,51,1
33296,2014,03000010121,52,1
33296,2015,03000010121,53,1
33301,2012,03000010368,52,1
33301,2013,03000010368,53,1
33301,2014,03000010368,54,1
33301,2015,03000010368,55,1
33321,2012,03000010103,54,1
33321,2013,03000010103,55,1
33321,2014,03000010103,56,1
33321,2015,03000010103,57,1
33347,2012,03000010175,56,1
33347,2013,03000010175,57,1
33347,2014,03000010175,58,1
33347,2015,03000010175,59,1
33361,2012,03000010105,51,1
33361,2013,03000010105,52,1
33361,2014,03000010105,53,1
33361,2015,03000010105,54,1
33369,2012,03000010136,57,0
33369,2013,03000010136,58,0
33369,2014,03000010136,59,0
33369,2015,03000010136,60,0
33386,2012,03000010155,52,1
33406,2012,03000010368,61,1
33406,2013,03000010368,62,1
